43.49234,10.32777,2019-12-20T04:13:48.240Z
43.53007,10.31061,2019-12-20T08:00:00.000Z
43.53044,10.3103,2019-12-20T08:00:00.000Z
43.53046,10.31028,2019-12-20T08:00:00.000Z
43.53183,10.3233,2019-12-20T08:00:00.000Z
43.53193,10.30518,2019-12-20T08:00:00.000Z
43.53214,10.30484,2019-12-20T08:00:00.000Z
43.53227,10.30474,2019-12-20T08:00:00.000Z
43.53358,10.30491,2019-12-20T04:13:48.240Z
43.53624,10.32222,2019-12-20T08:00:00.000Z
43.53627,10.32776,2019-12-20T08:00:00.000Z
43.53641,10.32952,2019-12-20T08:00:00.000Z
43.53644,10.32888,2019-12-20T08:00:00.000Z
43.53653,10.30491,2019-12-20T08:00:00.000Z
43.53768,10.31193,2019-12-20T07:16:45.000Z
43.53813,10.32623,2019-12-20T08:00:00.000Z
43.53821,10.32581,2019-12-20T08:00:00.000Z
43.53822,10.3035,2019-12-20T08:00:00.000Z
43.53827,10.32857,2019-12-20T08:00:00.000Z
43.53876,10.32272,2019-12-20T08:00:00.000Z
43.53884,10.33034,2019-12-20T08:00:00.000Z
43.53891,10.31418,2019-12-20T00:00:00.000Z
43.53892,10.31525,2019-12-20T06:31:48.000Z
43.5392,10.32636,2019-12-20T08:00:00.000Z
43.53949,10.32085,2019-12-20T08:00:00.000Z
43.53951,10.32565,2019-12-20T08:00:00.000Z
43.53957,10.31667,2019-12-20T01:04:23.000Z
43.53996,10.3023,2019-12-20T04:13:48.240Z
43.54005,10.32672,2019-12-20T08:00:00.000Z
43.54027,10.3159,2019-12-20T07:00:41.000Z
43.54103,10.31732,2019-12-20T00:15:00.000Z
43.54114,10.31562,2019-12-20T08:00:00.000Z
43.54116,10.30885,2019-12-20T08:00:00.000Z
43.54127,10.31551,2019-12-20T08:00:00.000Z
43.54197,10.32852,2019-12-20T08:00:00.000Z
43.54267,10.33112,2019-12-20T08:00:00.000Z
43.54277,10.30436,2019-12-20T08:00:00.000Z
43.54355,10.32126,2019-12-20T00:00:00.000Z
43.54358,10.30714,2019-12-20T08:00:00.000Z
43.54371,10.32921,2019-12-20T08:00:00.000Z
43.54376,10.33094,2019-12-20T08:00:00.000Z
43.54395,10.314,2019-12-20T08:00:00.000Z
43.54416,10.30839,2019-12-20T08:00:00.000Z
43.54419,10.32077,2019-12-20T08:00:00.000Z
43.54432,10.31417,2019-12-20T08:00:00.000Z
43.54438,10.31342,2019-12-20T00:00:00.000Z
43.5446,10.31699,2019-12-20T00:00:00.000Z
43.54465,10.30121,2019-12-20T00:00:00.000Z
43.54478,10.3299,2019-12-20T08:00:00.000Z
43.54501,10.314,2019-12-20T00:15:00.000Z
43.54555,10.31252,2019-12-20T13:57:48.000Z
43.54581,10.33028,2019-12-20T08:00:00.000Z
43.54614,10.31219,2019-12-20T00:00:00.000Z
43.54625,10.33488,2019-12-20T08:00:00.000Z
43.54634,10.30887,2019-12-20T08:00:00.000Z
43.54661,10.31702,2019-12-20T00:00:00.000Z
43.54675,10.3156,2019-12-20T08:00:00.000Z
43.54712,10.31594,2019-12-20T08:00:00.000Z
43.54734,10.33593,2019-12-20T08:00:00.000Z
43.54774,10.3053,2019-12-20T00:00:00.000Z
43.54829,10.30454,2019-12-20T08:00:00.000Z
43.5483,10.30932,2019-12-20T08:00:00.000Z
43.54837,10.31006,2019-12-20T08:00:00.000Z
43.5484,10.30912,2019-12-20T08:00:00.000Z
43.54843,10.31037,2019-12-20T08:00:00.000Z
43.54913,10.31235,2019-12-20T08:00:00.000Z
43.54913,10.3278,2019-12-20T00:00:00.000Z
43.54924,10.32238,2019-12-20T08:00:00.000Z
43.54929,10.32236,2019-12-20T08:00:00.000Z
43.5493,10.30964,2019-12-20T09:16:00.000Z
43.5494,10.30558,2019-12-20T00:00:00.000Z
43.54942,10.32197,2019-12-20T08:00:00.000Z
43.54943,10.30569,2019-12-20T00:00:00.000Z
43.55004,10.30718,2019-12-20T09:16:00.000Z
43.55004,10.32001,2019-12-20T09:16:00.000Z
43.55006,10.30927,2019-12-20T08:00:00.000Z
43.55018,10.30535,2019-12-20T08:00:00.000Z
43.55019,10.32147,2019-12-20T00:00:00.000Z
43.55043,10.31173,2019-12-20T08:00:00.000Z
43.55066,10.30756,2019-12-20T00:00:00.000Z
43.5508,10.30501,2019-12-20T07:00:41.000Z
43.55102,10.3135,2019-12-20T08:00:00.000Z
43.55106,10.31281,2019-12-20T08:00:00.000Z
43.55132,10.30857,2019-12-20T08:00:00.000Z
