42.75918,11.11426
42.77987,11.10463
42.78133,11.10298
42.78197,11.10945
42.71788,10.98789
42.77547,11.10549
42.76139,11.12362
42.75069,11.12157
42.76078,11.11997
42.77808,11.12268
42.78104,11.10367
0,0
42.77542,11.11063
42.77315,11.10533
42.77709,11.10145
42.7463,11.12617
42.75208,11.11868
42.7855,11.11379
42.76469,11.14529
42.77827,11.18522
42.78032,11.11131
42.78028,11.11142
42.8672,11.16556
42.8079,11.11966
42.82669,11.16768
42.86625,11.16549
42.76604,11.11653
42.76055,11.11881
42.76221,11.12082
42.80291,11.13607
42.8035,11.13557
42.78957,11.12992
42.78904,11.12962
42.80854,11.13902
42.81152,11.13853
42.76189,11.11256
42.77572,11.10516
42.76954,11.21124
42.76248,11.11283
42.75952,11.11397
42.68906,11.15564
42.76028,11.11325
42.74537,11.11609
42.75999,11.11231
42.76077,11.11513
42.76485,11.11839
42.76312,11.11256
42.75988,11.1166
42.76415,11.11195
42.76093,11.11471
42.75561,11.11823
42.6891,11.13792
42.76026,11.11329
42.76234,11.113
42.75401,11.11007
42.75538,11.11995
42.73774,11.15044
42.78547,11.1313
42.75514,11.11795
42.75974,11.11243
42.75472,11.10899
42.76025,11.11508
42.75064,11.10441
42.75836,11.1129
42.74743,11.12688
42.68906,11.1557
42.75122,11.1083
42.78583,11.10805
42.78283,11.10997
42.78109,11.11044
42.86703,11.16568
42.83673,11.08395
42.78561,11.10955
42.78715,11.11183
42.80994,11.11264
42.78497,11.11019
42.78013,11.11127
42.79788,11.1343
42.78498,11.11018
42.81006,11.10427
42.78488,11.11023
42.78203,11.11095
42.78236,11.11094
42.78619,11.11146
42.78535,11.11144
42.78021,11.11074
42.8678,11.16621
42.86873,11.16812
42.79019,11.13008
42.7638,11.11178
42.76468,11.11933
42.76613,11.11049
42.76886,11.11095
42.76476,11.10883
42.76171,11.11047
42.7638,11.11173
42.76554,11.12126
42.76583,11.11073
42.76769,11.10891
42.76341,11.11109
42.82596,11.13856
42.81899,11.08868
42.79337,11.11187
42.79033,11.11289
42.76382,11.11178
42.73249,11.04748
42.76595,11.09787
42.76311,11.10211
42.84436,11.11585
42.76009,11.09175
42.72089,11.02689
42.77242,11.10565
42.76416,11.11993
42.76491,11.11354
42.75696,11.10353
42.75924,11.1016
42.75855,11.10181
42.73134,11.04448
42.78067,11.11017
42.75872,11.09484
42.75901,11.10084
42.77088,11.1091
42.73878,11.05792
42.72989,11.03865
42.86854,11.16748
42.86765,11.16683
42.71265,11.07524
42.71832,11.05497
42.7376,11.05748
42.73869,11.05851
42.75974,11.10101
42.75841,11.10165
42.76746,11.10804
42.76358,11.11147
42.76267,11.11921
42.77082,11.10775
42.75676,11.09192
42.76458,11.12001
42.76982,11.11379
42.78562,11.09902
42.76028,11.10059
42.76905,11.10854
42.76265,11.0963
42.76253,11.12771
42.75841,11.10183
42.75827,11.10049
42.76824,11.11179
42.77638,11.10757
42.67693,11.16444
42.7464,11.11464
42.78903,11.13007
42.77127,11.11857
42.77811,11.1047
42.78037,11.11895
42.77974,11.17651
42.77807,11.10469
42.71336,11.1605
42.78089,11.17949
42.75505,11.10979
42.76912,11.11907
42.75311,11.10671
42.75143,11.12299
42.64051,11.13307
42.77974,11.17645
42.74981,11.09646
42.77395,11.1108
42.7511,11.10124
42.7783,11.07191
42.67592,11.08438
42.77004,11.12024
42.77157,11.09059
42.7571,11.10932
42.75964,11.11596
42.77834,11.11424
42.7563,11.11025
42.76286,11.12775
42.77786,11.10476
42.76369,11.13192
42.77672,11.10653
42.76154,11.11506
42.7594,11.12222
42.75087,11.10961
42.75029,11.10115
42.70555,11.13073
42.77112,11.12183
42.75528,11.1092
42.75338,11.10671
42.78533,11.13128
42.67859,11.14618
42.7619,11.11411
42.75066,11.10855
42.75017,11.09894
42.75152,11.10842
42.75359,11.11099
42.77178,11.0902
42.75192,11.10611
42.75123,11.10506
42.75502,11.10888
42.71078,11.15914
42.76643,11.11765
42.75008,11.10435
42.70784,11.135
42.75534,11.10879
42.75247,11.10766
42.7707,11.13921
42.75472,11.10967
42.76139,11.11312
42.77675,11.12132
42.77989,11.11892
42.67764,11.11287
42.75114,11.1021
42.76161,11.11489
42.75999,11.11592
42.76018,11.11611
42.75887,11.11481
42.77481,11.11125
42.77696,11.11913
42.7695,11.21122
42.77386,11.10785
42.76339,11.13325
42.75951,11.12568
42.78355,11.11548
42.77,11.21122
42.76218,11.12405
42.77599,11.11847
42.75886,11.1148
42.77913,11.12445
42.78193,11.12233
42.76118,11.12239
42.75227,11.10314
42.76184,11.12231
42.79337,11.16117
42.75657,11.10808
42.75049,11.10257
42.75792,11.10885
42.76043,11.12381
42.7618,11.12475
42.75112,11.10214
42.761,11.11347
42.75112,11.10451
42.75186,11.10048
42.75906,11.11128
42.7616,11.11205
42.76125,11.11566
42.76358,11.1467
42.75526,11.10782
42.75756,11.11861
42.76957,11.11945
42.75608,11.12111
42.76094,11.11479
42.75078,11.10716
42.70271,11.14541
42.75963,11.11378
42.65716,11.14195
42.75914,11.11367
42.7518,11.10247
42.76092,11.11441
42.75858,11.11123
42.77048,11.12271
42.75013,11.10984
42.75122,11.10891
42.75448,11.10906
42.75051,11.10201
42.76107,11.1138
42.75708,11.10875
42.75105,11.10548
42.7607,11.11324
42.73888,11.13598
42.75963,11.11112
42.75957,11.1154
42.75484,11.10892
42.70751,11.1339
42.7602,11.11142
42.75077,11.10609
42.761,11.11225
42.75291,11.11021
42.7514,11.10562
42.78045,11.11833
42.76164,11.11207
42.75088,11.09999
42.77138,11.12175
42.75016,11.10584
42.75103,11.10566
42.75022,11.10691
42.76115,11.11401
42.75037,11.1046
42.75233,11.10372
42.70512,11.1376
42.75465,11.10766
42.74973,11.10985
42.76017,11.11358
42.73157,11.18902
42.76,11.12066
42.75502,11.106
42.75959,11.11537
42.75214,11.10564
42.75554,11.1096
42.75063,11.09977
42.75217,11.10155
42.76996,11.1214
42.7633,11.11251
42.75936,11.1149
42.75991,11.11483
42.75417,11.10995
42.76013,11.11475
42.77396,11.07454
42.75035,11.10705
42.76233,11.113
42.77207,11.11639
42.77722,11.06553
42.77795,11.10478
42.75236,11.10793
42.71297,11.15519
42.76085,11.11279
42.75945,11.11509
42.7612,11.1157
42.71599,10.9837
42.75564,11.10854
42.75493,11.10886
42.75418,11.10919
42.75032,11.12031
42.75952,11.11394
42.76207,11.11292
42.76017,11.11281
42.75047,11.10007
42.75182,11.10279
42.75474,11.10945
42.75474,11.10944
42.66999,11.10672
42.78318,11.11746
42.75228,11.11079
42.75125,11.10665
42.75079,11.10726
42.75707,11.10806
42.76226,11.11293
42.75613,11.10945
42.755,11.10958
42.7583,11.11163
42.74977,11.10959
42.75039,11.10951
42.74979,11.10953
42.75142,11.10851
42.75116,11.10904
42.75079,11.10272
42.75425,11.10703
42.75119,11.10434
42.75026,11.10591
