42.75603,11.11698
42.7621,11.11836
42.74371,10.9587
42.77405,11.1008
42.76768,11.11717
42.74504,10.9498
42.77892,11.11759
42.76329,11.10875
42.76966,11.11238
42.76674,11.10018
42.76522,11.10866
42.76566,11.10844
42.76454,11.11197
42.76374,11.11121
42.76754,11.108
42.76212,11.11359
42.7663,11.11039
42.7673,11.10755
42.77006,11.1145
42.77109,11.10713
42.75805,11.10345
42.77996,11.10455
42.76417,11.11631
42.75827,11.11575
42.76586,11.10254
42.76685,11.11539
42.76591,11.11605
42.7716,11.11126
42.77095,11.10651
42.75815,11.11644
42.78012,11.11118
42.75575,11.11165
42.76579,11.11598
42.75835,11.11574
42.76528,11.11631
42.76627,11.11731
42.76579,11.11599
42.76816,11.1089
42.76062,11.11891
42.76865,11.11385
42.76408,11.11434
42.76381,11.11696
42.76519,11.11254
42.86781,11.16717
42.7664,11.11592
42.76059,11.11887
42.75143,11.12299
42.78541,11.10969
42.78099,11.10338
42.75922,11.11864
42.78579,11.10984
42.78164,11.10961
42.7781,11.10038
42.76685,11.103
42.77999,11.10453
42.7807,11.1049
42.78021,11.11129
42.76394,11.11667
42.76728,11.11507
42.77986,11.10458
42.78393,11.10875
42.78193,11.10934
42.81768,11.10566
42.78307,11.1093
42.83486,11.08474
42.76059,11.11888
42.7925,11.10389
42.78632,11.10271
42.77106,11.1071
42.78028,11.11117
42.79701,11.13424
42.77102,11.10715
42.76582,11.10251
42.82685,11.16758
42.76477,11.11636
42.77998,11.11143
42.78589,11.11227
42.76429,11.11374
42.7606,11.119
42.76529,11.11609
42.76694,11.10309
42.78122,11.11078
42.76843,11.11617
42.78032,11.11089
42.86728,11.16471
42.78889,11.12447
42.78884,11.12448
42.86768,11.16698
42.86444,11.16232
42.79868,11.12814
42.81717,11.1304
42.80974,11.12181
42.86741,11.16529
42.85108,11.09692
42.86752,11.16656
42.86734,11.16638
42.86809,11.16757
42.77012,11.11164
42.81982,11.13411
42.76827,11.1089
42.77148,11.10858
42.72319,10.98547
42.77856,11.11422
42.7832,11.11297
42.78216,11.11751
42.8974,11.0928
42.72259,10.97727
42.72187,10.98237
42.72294,10.98276
0,0
42.88145,11.07447
42.75926,11.11487
42.71548,10.98335
42.77984,11.17648
42.77853,11.11424
